team,firstName,lastName,position,jerseyNum,ovr,speed,acceleration,strength,agility,awareness,catching,carrying,throwPower,throwAccuracy,kickPower,kickAccuracy,runBlock,passBlock,tackle,jumping,kickReturn,injury,stamina,toughness,trucking,elusiveness,bCVision,stiffArm,spinMove,jukeMove,impactBlocking,runBlockStrength,runBlockFootwork,passBlockStrength,passBlockFootwork,powerMoves,finesseMoves,blockShedding,pursuit,playRecognition,manCoverage,zoneCoverage,spectacularCatch,catchInTraffic,routeRunning,hitPower,press,release,throwAccuracyShort,throwAccuracyMid,throwAccuracyDeep,playAction,throwOnTheRun,height,weight,age
Vikings,Everson,Griffen,RE,97,88,82,84,76,80,82,35,32,16,19,15,14,45,45,85,72,10,88,84,65,10,36,10,10,35,10,45,45,45,45,45,96,80,80,79,82,25,32,20,15,15,80,20,20,6,6,6,6,6,75,273,28
Steelers,Cameron,Heyward,LE,97,88,71,81,90,72,86,31,40,21,14,12,11,45,45,89,65,10,88,88,88,35,21,29,45,10,10,45,45,45,45,45,93,69,93,89,86,15,35,12,10,10,87,10,12,6,6,6,6,6,77,295,27
Bills,Jerry,Hughes,RE,55,88,82,86,66,81,86,29,45,13,40,26,25,45,45,80,85,10,91,84,97,10,42,37,40,35,45,45,45,45,45,45,79,94,84,85,86,59,68,30,25,21,66,45,32,6,6,6,6,6,74,254,28
Bengals,Adam,Jones,CB,24,88,86,91,48,90,92,76,65,24,20,14,18,45,45,58,91,89,87,89,85,39,85,81,25,85,87,45,45,45,45,45,35,44,48,73,92,89,84,65,35,40,50,78,20,10,10,10,10,10,70,180,32
Chiefs,Travis,Kelce,TE,87,88,85,87,79,85,85,85,64,67,52,35,32,67,54,45,91,6,82,87,85,75,67,82,80,68,78,72,72,74,70,71,20,20,40,42,15,12,14,88,87,83,15,10,81,63,60,54,25,44,77,260,26
Redskins,Ryan,Kerrigan,LOLB,91,88,82,87,86,77,88,62,45,37,28,35,30,45,45,83,69,10,92,99,85,25,10,10,10,10,10,45,45,45,45,45,91,74,81,90,88,58,68,15,15,15,87,15,15,6,6,6,6,6,76,265,28
Colts,Andrew,Luck,QB,12,88,83,86,74,84,87,72,58,95,81,25,28,26,22,21,86,10,96,97,96,55,67,87,29,66,76,15,16,17,15,16,10,10,19,24,25,15,21,50,39,55,12,10,26,91,89,80,83,83,76,240,26
Cardinals,Evan,Mathis,RG,69,88,68,80,88,64,88,25,40,11,15,18,18,96,81,28,45,10,91,91,83,10,25,10,10,10,10,86,87,94,81,91,10,10,28,35,26,12,19,15,15,15,25,10,15,6,6,6,6,6,77,298,34
Texans,Whitney,Mercilus,LOLB,59,88,82,89,75,74,84,39,49,20,30,25,15,45,45,87,83,10,95,86,72,35,25,22,45,49,44,45,45,45,45,45,92,78,90,87,84,59,69,25,15,15,85,30,15,6,6,6,6,6,76,258,26
Texans,Lamar,Miller,HB,26,88,93,92,61,95,94,65,88,35,33,19,15,35,69,40,90,74,87,90,69,72,90,94,77,84,92,44,49,49,52,38,10,10,35,33,12,15,25,63,63,66,20,20,65,35,25,15,15,15,70,225,25
Steelers,Maurkice,Pouncey,C,53,88,60,77,91,72,80,34,32,12,10,15,10,91,89,35,55,10,92,88,89,35,21,10,10,10,10,97,92,89,89,87,10,10,24,29,10,12,12,15,15,15,20,10,15,6,6,6,6,6,76,304,27
Giants,Weston,Richburg,C,70,88,68,79,85,59,88,30,22,30,30,25,21,88,90,35,75,10,92,88,87,20,12,10,30,10,10,87,81,84,82,85,10,10,20,30,15,12,15,15,15,15,12,10,15,6,6,6,6,6,75,298,25
Jaguars,Allen,Robinson,WR,15,88,90,93,67,89,93,90,81,30,31,25,30,56,38,42,91,72,89,91,78,60,75,85,60,72,82,53,54,53,38,32,10,10,40,44,26,18,24,93,90,90,15,25,88,15,10,6,6,10,75,215,23
Broncos,Emmanuel,Sanders,WR,10,88,93,93,42,94,88,94,69,35,35,30,30,37,26,25,92,83,87,91,78,30,90,89,35,86,88,30,25,29,25,26,10,10,35,35,20,13,25,93,89,95,12,18,83,15,10,6,6,10,71,180,29
Patriots,Jabaal,Sheard,RE,93,88,82,88,77,74,79,35,35,20,19,20,15,45,45,88,81,6,89,85,97,30,12,10,10,10,10,45,45,45,45,45,76,92,91,87,79,59,65,22,20,10,77,10,12,6,6,6,6,6,75,265,27
Raiders,Sean,Smith,CB,21,88,87,91,65,93,90,72,68,38,34,36,33,45,45,65,96,45,96,94,66,50,45,70,42,74,75,45,45,45,45,45,55,54,46,81,90,84,88,75,69,50,71,96,65,6,6,6,6,6,75,218,29
Chargers,Jason,Verrett,CB,22,88,93,93,58,94,82,77,59,22,19,30,25,45,45,58,92,66,86,95,83,23,79,72,30,56,75,45,45,45,45,45,30,40,43,72,82,93,89,74,68,15,65,66,15,6,6,6,6,6,70,188,25
Seahawks,Bobby,Wagner,MLB,54,88,88,88,74,85,87,73,55,25,25,20,20,45,45,92,92,10,94,97,74,35,23,31,49,15,30,45,45,45,45,45,81,71,82,91,87,62,75,15,15,15,95,42,12,6,6,6,6,6,72,245,26
Raiders,Dan,Williams,DT,90,88,62,78,96,59,91,40,40,10,9,8,6,45,45,94,62,10,94,78,88,20,10,10,10,10,10,45,45,45,45,45,84,48,96,88,91,14,15,15,15,15,80,10,15,6,6,6,6,6,75,315,29
Seahawks,K.J.,Wright,ROLB,50,88,79,84,69,80,88,60,55,20,19,27,23,45,45,95,74,10,95,94,75,41,35,31,35,19,38,45,45,45,45,45,78,66,85,88,88,76,87,25,20,15,87,65,25,6,6,6,6,6,76,246,27
Panthers,Kurt,Coleman,FS,20,87,85,91,55,81,87,82,64,11,13,24,10,45,45,69,85,30,88,95,75,55,32,50,45,50,62,45,45,45,45,45,44,54,66,81,87,73,86,30,25,15,67,55,20,6,6,6,6,6,71,200,28
Bengals,Andy,Dalton,QB,14,87,75,79,54,71,88,62,67,90,89,12,19,14,13,15,66,10,96,91,94,23,48,61,28,55,58,14,14,14,13,13,10,10,12,23,10,12,12,58,52,30,12,10,25,92,92,86,78,80,74,216,28
Jets,Eric,Decker,WR,87,87,86,90,72,85,94,91,73,36,36,25,25,58,40,35,82,65,92,93,93,65,75,84,65,87,79,45,64,65,40,35,15,15,45,39,15,15,20,89,94,92,12,10,89,15,10,6,6,10,75,214,29
Ravens,Elvis,Dumervil,LOLB,58,87,76,82,78,78,92,49,40,34,40,20,19,45,45,77,73,12,83,90,84,40,37,32,10,10,10,45,45,45,45,45,85,96,78,94,92,54,65,12,10,10,76,10,12,6,6,6,6,6,71,255,32
Bengals,Carlos,Dunlap,LE,96,87,80,85,79,82,84,39,40,9,14,8,10,45,45,82,84,10,86,89,65,35,27,10,10,10,10,45,45,45,45,45,70,93,85,85,84,43,56,15,15,15,72,20,20,6,6,6,6,6,78,280,27
Eagles,Zach,Ertz,TE,86,87,80,87,73,82,81,83,81,42,35,22,22,85,58,36,79,35,92,90,84,69,62,77,69,73,72,73,55,61,49,54,10,10,44,36,17,19,18,86,79,77,12,10,81,15,10,6,6,10,77,250,25
Dolphins,Jarvis,Landry,WR,14,87,90,90,66,92,89,92,82,33,35,16,17,64,40,45,86,94,90,92,90,73,87,92,68,81,87,59,59,57,40,35,10,10,45,55,29,10,15,94,88,87,12,10,84,15,10,6,6,10,71,202,23
Lions,DeAndre,Levy,ROLB,54,87,82,85,67,84,90,75,65,20,19,27,23,45,45,96,78,10,95,97,82,44,60,31,35,19,48,45,45,45,45,45,81,65,73,93,90,68,77,45,40,15,75,54,25,6,6,6,6,6,74,235,29
Raiders,Reggie,Nelson,FS,27,87,89,91,58,89,81,78,62,25,29,15,30,45,45,72,92,50,95,96,86,45,70,55,20,54,65,45,45,45,45,45,39,52,53,77,81,77,86,52,44,20,74,50,20,15,10,10,15,15,71,210,33
Titans,Brian,Orakpo,ROLB,98,87,82,87,90,78,85,50,45,14,7,13,6,45,45,86,79,10,81,88,85,10,65,10,10,45,45,45,45,45,45,45,90,70,81,86,85,60,67,15,15,15,89,35,20,6,6,6,6,6,76,257,30
Raiders,Donald,Penn,LT,72,87,64,71,92,55,90,55,45,10,8,8,7,83,92,25,25,10,89,79,85,42,21,25,10,10,10,83,88,85,94,88,10,10,17,21,24,16,12,32,50,35,12,10,44,6,6,6,6,6,76,340,33
Eagles,Jason,Peters,LT,71,87,67,73,96,64,88,58,40,10,10,13,6,92,85,48,65,10,76,88,91,10,17,10,10,10,10,85,97,99,93,94,10,10,43,39,25,18,12,12,10,10,24,10,12,6,6,6,6,6,76,328,34
Giants,Dominique,Rodgers-Cromartie,CB,41,87,94,92,46,92,90,78,62,40,40,25,25,45,45,43,96,74,90,92,65,30,80,80,30,84,86,45,45,45,45,45,32,45,42,63,90,89,80,85,55,45,50,68,50,6,6,6,6,6,74,193,30
Cowboys,Orlando,Scandrick,CB,32,87,90,91,52,92,82,73,72,36,36,26,26,45,45,62,94,70,94,89,80,36,55,82,38,75,82,45,45,45,45,45,29,35,33,67,82,94,87,40,36,44,62,83,45,6,6,6,6,6,70,196,29
Panthers,Jonathan,Stewart,HB,28,87,87,92,79,88,90,59,86,30,30,25,25,30,58,20,88,63,75,88,90,88,92,95,92,78,88,40,40,40,45,50,10,10,11,40,20,15,20,55,65,62,20,20,60,35,30,20,15,15,70,240,29
Broncos,Demaryius,Thomas,WR,88,87,91,92,77,94,88,86,66,35,33,14,22,65,45,22,95,60,89,90,93,73,65,88,89,79,84,65,71,52,45,35,10,10,45,47,17,11,22,94,92,90,15,15,94,15,10,6,6,10,75,229,28
Panthers,Trai,Turner,RG,70,87,73,82,88,62,82,45,40,15,15,24,33,92,90,34,75,10,92,76,86,20,11,10,10,10,10,72,87,81,83,71,10,10,34,21,10,12,12,12,10,10,20,10,12,6,6,6,6,6,75,310,23
Bills,Sammy,Watkins,WR,14,87,92,91,69,96,86,88,61,40,35,24,24,62,33,25,88,84,88,95,86,55,94,91,72,90,95,40,54,54,33,32,15,20,40,35,15,15,24,94,88,87,15,15,89,20,20,15,10,10,73,211,23
Cowboys,Jason,Witten,TE,82,87,77,81,75,75,91,94,78,27,23,21,20,63,77,20,73,8,95,99,88,76,39,85,78,60,70,60,65,69,62,66,10,10,41,41,29,11,17,82,90,84,25,25,82,15,10,6,6,10,78,263,34
Titans,Wesley,Woodyard,MLB,59,87,83,89,66,80,88,67,70,25,25,20,20,45,45,92,85,10,95,93,86,25,21,25,35,15,30,45,45,45,45,45,62,78,86,87,88,73,83,15,15,15,83,50,12,6,6,6,6,6,72,233,30
Cardinals,John,Brown,WR,12,86,94,90,41,97,89,91,71,35,35,30,30,45,30,25,91,81,87,88,65,39,92,90,38,85,93,35,40,40,38,35,10,10,35,35,20,10,35,91,86,91,12,15,81,15,10,6,6,10,71,179,26
Texans,Duane,Brown,LT,76,86,65,77,90,64,91,66,35,26,26,25,25,80,88,50,64,10,93,89,84,40,30,30,55,15,15,90,95,93,97,96,50,35,30,27,20,15,20,40,45,48,30,15,25,6,6,6,6,6,76,303,31
Patriots,Patrick,Chung,SS,23,86,87,92,66,82,79,74,58,30,28,45,35,45,45,78,88,65,93,96,92,25,37,77,30,50,65,45,45,45,45,45,39,55,61,81,79,75,86,35,30,20,84,59,20,6,6,6,6,6,71,215,29
Packers,Randall,Cobb,WR,18,86,92,93,56,97,86,85,84,70,57,35,30,42,45,35,87,87,87,93,88,40,93,93,48,91,94,35,28,40,25,32,10,10,35,35,20,13,25,88,90,87,12,18,84,64,53,35,32,67,70,192,26
Buccaneers,Lavonte,David,ROLB,54,86,85,89,66,87,89,77,60,15,17,14,12,45,45,88,88,10,97,97,89,26,25,35,39,25,35,45,45,45,45,45,61,68,80,89,89,70,81,15,15,15,86,55,25,6,6,6,6,6,73,233,26
Buccaneers,Mike,Evans,WR,13,86,88,91,76,88,86,83,72,35,30,25,24,59,45,39,93,50,91,92,88,76,75,86,78,78,83,59,60,61,40,38,10,10,35,25,15,20,15,95,92,88,15,20,94,25,20,15,10,15,77,231,23
Jets,Matt,Forte,HB,22,86,86,90,73,88,86,70,91,30,30,25,25,45,55,20,79,20,93,99,85,81,85,91,81,82,86,40,40,40,66,70,10,10,11,40,20,15,20,75,80,81,20,20,59,35,30,20,15,15,74,218,30
Bears,Jerrell,Freeman,MLB,50,86,80,80,70,79,88,70,45,30,30,20,20,45,45,90,78,6,92,94,75,49,30,35,37,30,28,45,45,45,45,45,82,67,89,89,88,68,80,35,40,10,78,65,20,6,6,6,6,6,72,240,30
Falcons,Devonta,Freeman,HB,24,86,92,91,62,94,87,70,87,25,21,10,10,48,49,25,87,76,94,96,78,74,88,91,66,89,90,40,45,45,51,54,10,10,26,35,20,15,15,76,70,64,12,20,46,35,30,20,15,15,68,206,24
Browns,Joe,Haden,CB,23,86,89,91,61,97,82,78,60,35,32,10,11,45,45,60,94,25,95,98,89,35,87,83,15,82,88,45,45,45,45,45,55,48,51,85,82,86,86,60,45,20,72,95,25,6,6,6,6,6,71,195,27
Chargers,Melvin,Ingram,ROLB,54,86,81,86,84,85,82,62,59,24,12,15,17,45,45,81,85,10,88,87,84,55,43,44,29,39,46,45,45,45,45,45,80,93,83,84,82,53,60,35,45,10,82,10,12,6,6,6,6,6,74,247,27
Cardinals,Mike,Iupati,LG,76,86,60,74,97,65,84,32,40,14,16,35,22,93,77,31,60,10,90,80,97,25,18,22,35,20,10,93,98,91,86,73,35,10,40,42,17,12,12,15,15,20,33,10,15,6,6,6,6,6,77,331,29
Jaguars,Malik,Jackson,LE,90,86,75,82,77,66,81,35,39,30,30,30,30,45,45,90,78,10,90,87,80,55,30,35,45,25,30,45,45,45,45,45,96,77,86,82,81,24,40,15,10,10,72,35,12,6,6,6,6,6,77,293,26
Eagles,Lane,Johnson,RT,65,86,80,87,86,77,82,62,67,70,56,25,22,86,82,60,83,10,93,90,85,65,40,60,55,50,55,89,79,85,85,94,53,64,56,55,29,12,20,64,65,43,60,10,45,63,59,57,35,56,78,317,26
Chiefs,Jeremy,Maclin,WR,19,86,92,89,57,93,89,93,66,24,26,21,11,39,22,20,87,75,83,93,78,54,91,91,67,90,92,40,39,41,22,22,10,10,35,48,24,18,22,91,88,89,15,10,80,15,10,6,6,10,72,198,28
Colts,Pat,McAfee,P,1,86,72,68,52,75,68,35,35,32,35,97,98,22,19,68,45,10,95,88,65,10,19,10,10,10,10,20,20,20,20,20,11,11,14,44,19,12,15,12,10,10,70,10,12,30,30,25,20,20,73,233,30
Bills,LeSean,McCoy,HB,25,86,90,91,64,98,85,67,85,30,40,11,21,39,45,28,89,25,88,95,85,60,91,95,65,91,96,40,40,42,45,50,10,10,25,39,12,13,12,70,76,84,20,20,75,35,30,20,15,15,71,208,28
Packers,Julius,Peppers,ROLB,56,86,75,84,82,83,89,71,62,25,24,16,11,45,45,80,86,10,90,87,90,10,40,55,70,65,65,45,45,45,45,45,77,90,76,83,89,51,69,56,50,25,87,38,58,6,6,6,6,6,79,287,36
Raiders,Marcel,Reece,FB,45,86,86,89,77,81,84,70,84,25,22,25,21,67,60,45,68,20,95,87,85,81,63,77,76,75,77,76,73,77,59,62,10,10,45,42,13,12,14,73,81,81,65,10,54,20,15,10,10,10,73,250,31
Jets,Sheldon,Richardson,RE,91,86,70,83,88,75,82,43,70,28,25,25,23,45,45,97,78,10,89,93,74,66,25,44,55,25,30,45,45,45,45,45,93,71,79,88,82,23,55,15,10,10,87,25,20,6,6,6,6,6,75,294,25
Cowboys,Tony,Romo,QB,9,86,67,73,55,73,90,15,50,88,90,20,10,10,10,16,55,10,87,95,98,20,76,75,40,60,78,10,10,10,10,10,10,10,16,37,22,17,19,25,15,17,12,10,20,93,92,85,87,82,74,230,36
Chiefs,Mitchell,Schwartz,RT,71,86,57,73,85,63,85,27,40,11,11,15,12,83,92,35,73,10,84,88,91,21,10,10,10,10,10,82,85,87,88,90,10,10,25,30,28,12,13,15,15,15,20,10,15,6,6,6,6,6,77,320,27
Packers,Sam,Shields,CB,37,86,94,89,50,88,88,69,64,10,8,15,15,45,45,48,90,70,90,95,65,15,74,45,32,77,83,45,45,45,45,45,23,26,40,71,88,87,85,72,58,48,50,75,46,6,6,6,6,6,71,184,28
Broncos,Darian,Stewart,FS,26,86,84,86,67,88,82,66,60,21,22,17,19,45,45,71,85,30,89,86,91,54,45,54,34,60,62,45,45,45,45,45,73,55,73,85,82,71,84,30,30,15,89,65,25,6,6,6,6,6,71,214,28
Vikings,John,Sullivan,C,65,86,55,75,86,61,93,45,45,30,30,25,25,90,80,30,49,10,94,89,90,20,12,10,30,10,10,95,95,98,84,89,10,10,20,30,15,12,15,15,15,15,20,10,15,6,6,6,6,6,76,310,31
Broncos,DeMarcus,Ware,ROLB,94,86,81,82,84,84,88,53,65,19,18,21,15,45,45,73,75,10,87,84,90,44,10,18,33,35,54,45,45,45,45,45,93,77,78,84,88,56,68,40,20,15,84,60,35,6,6,6,6,6,76,258,34
Broncos,Derek,Wolfe,LE,95,86,75,85,89,69,86,33,40,20,19,10,10,45,45,89,84,10,89,91,88,40,20,15,25,10,10,45,45,45,45,45,86,59,96,84,86,22,35,15,10,10,72,15,12,6,6,6,6,6,77,285,26
Cowboys,Dan,Bailey,K,5,85,66,69,39,64,70,40,45,45,35,94,96,15,10,20,50,10,88,84,75,15,25,20,15,15,15,15,20,20,20,20,10,10,15,20,15,15,20,12,10,10,12,10,12,25,25,20,20,20,72,195,28
Patriots,Martellus,Bennett,TE,83,85,78,88,79,82,79,82,75,34,34,28,28,80,66,25,92,55,88,89,84,74,40,70,81,65,76,75,75,72,65,72,10,10,41,50,20,15,20,85,79,70,12,18,76,15,10,6,6,10,78,275,29
Bengals,Giovani,Bernard,HB,25,85,89,92,59,95,86,70,89,30,25,23,15,44,53,35,83,83,84,94,66,57,90,92,75,91,94,42,45,40,44,48,20,30,32,40,15,19,29,65,78,77,20,20,54,35,30,20,15,15,69,205,24
Packers,Morgan,Burnett,SS,42,85,87,89,71,84,76,72,65,30,35,20,15,45,45,79,91,50,85,91,84,20,55,52,25,62,65,45,45,45,45,45,55,43,70,83,76,75,83,72,67,30,85,75,20,15,10,10,15,15,73,209,27
Patriots,Malcolm,Butler,CB,21,85,89,88,58,88,83,72,55,21,21,29,21,45,45,69,87,42,90,88,72,10,58,60,28,65,66,45,45,45,45,45,37,42,43,71,83,86,90,49,45,20,60,83,12,6,6,6,6,6,71,190,26
Cardinals,Michael,Floyd,WR,15,85,90,90,74,87,88,88,77,29,25,19,15,60,55,40,89,40,89,95,90,72,68,83,70,71,77,66,67,65,55,49,10,10,54,45,18,12,30,93,89,88,22,10,88,15,10,6,6,10,75,225,26
Panthers,Graham,Gano,K,9,85,75,77,63,64,70,35,35,26,19,97,93,12,17,13,36,10,90,80,60,10,14,10,36,10,10,12,12,12,17,17,10,10,13,15,10,12,12,12,10,10,12,10,12,35,30,25,20,20,74,205,29
Chargers,Antonio,Gates,TE,85,85,78,83,63,80,92,90,77,25,25,15,19,64,57,44,89,8,77,87,85,72,69,85,78,81,78,59,55,60,51,55,10,10,53,35,21,10,24,90,82,86,12,10,82,15,10,6,6,10,76,255,36
Bills,Stephon,Gilmore,CB,24,85,90,93,57,87,84,80,62,22,19,30,25,45,45,62,90,70,94,96,72,22,77,66,30,45,75,45,45,45,45,45,60,44,58,78,84,85,85,42,40,15,68,85,15,6,6,6,6,6,73,190,25
Patriots,Stephen,Gostkowski,K,3,85,60,61,50,59,70,30,40,27,22,94,96,21,16,13,40,10,88,87,60,10,31,10,10,10,10,21,21,21,16,16,10,10,13,15,10,12,12,15,15,15,12,10,15,35,30,25,20,20,73,215,32
Buccaneers,Brent,Grimes,CB,24,85,87,90,54,91,90,80,71,30,30,25,25,45,45,59,91,65,89,92,70,25,48,80,15,65,75,45,45,45,45,45,25,42,51,82,90,85,80,75,36,37,47,84,15,6,6,6,6,6,70,185,33
Rams,Todd,Gurley II,HB,30,85,92,92,70,93,78,61,86,34,32,19,15,44,49,41,92,77,81,92,89,88,87,92,81,86,92,49,46,45,52,49,5,5,42,44,15,10,20,51,58,44,45,5,54,35,35,35,15,25,73,227,22
Steelers,James,Harrison,ROLB,92,85,68,82,91,71,88,45,55,28,14,23,30,45,45,83,70,10,90,82,97,44,29,25,15,35,25,45,45,45,45,45,91,68,85,81,88,64,70,20,15,15,88,60,20,6,6,6,6,6,72,242,38
Rams,William,Hayes,LE,95,85,79,81,84,74,82,45,45,35,32,30,30,45,45,91,84,10,93,86,78,48,32,40,55,25,25,45,45,45,45,45,91,59,92,85,82,25,35,15,10,10,78,35,12,6,6,6,6,6,75,278,31
Raiders,Rodney,Hudson,C,61,85,60,78,82,67,88,34,40,12,10,11,15,82,90,45,55,10,92,85,91,20,35,10,10,10,10,97,79,84,85,88,30,30,41,35,15,12,14,15,15,15,20,10,15,6,6,6,6,6,74,300,27
Jaguars,Allen,Hurns,WR,88,85,88,91,73,88,89,92,83,32,32,19,22,42,35,35,87,73,92,89,84,61,78,86,58,77,86,39,34,35,35,35,10,10,42,37,27,10,21,87,88,88,12,10,83,15,10,6,6,10,75,205,24
Giants,Janoris,Jenkins,CB,20,85,91,93,48,95,85,76,54,12,15,12,10,40,45,66,86,75,89,94,90,30,85,75,33,75,85,40,40,40,40,35,32,54,53,81,85,86,81,84,52,25,50,71,20,6,6,6,6,6,70,198,27
Eagles,Jason,Kelce,C,62,85,73,81,86,71,87,40,40,22,28,18,22,88,80,57,64,10,90,81,65,10,24,10,10,10,10,92,84,95,80,88,45,35,55,58,40,25,35,15,15,15,55,10,15,6,6,6,6,6,75,295,28
Eagles,Mychal,Kendricks,LOLB,95,85,88,88,74,81,84,67,55,24,25,14,22,45,45,86,92,10,87,90,75,44,35,20,35,34,44,45,45,45,45,45,84,73,78,92,84,52,65,30,25,15,90,53,25,6,6,6,6,6,72,240,26
Titans,Brett,Kern,P,6,85,65,72,45,72,74,45,45,45,45,90,95,20,20,20,40,10,78,75,50,10,12,10,10,10,10,15,15,15,15,15,10,10,10,25,15,10,25,12,10,10,12,10,12,15,15,15,15,15,74,214,30
Browns,Paul,Kruger,ROLB,99,85,73,86,83,73,86,64,45,32,20,24,15,45,45,84,62,10,94,87,95,45,49,50,77,57,62,45,45,45,45,45,80,88,74,84,86,56,70,35,35,35,84,50,55,6,6,6,6,6,76,270,30
Colts,Jack,Mewhort,LG,75,85,59,77,89,53,77,40,50,22,28,20,20,93,86,29,71,10,93,89,75,40,25,25,30,30,35,86,89,83,83,74,10,10,32,20,20,15,15,35,40,39,20,10,35,6,6,6,6,6,78,312,24
Dolphins,Koa,Misi,LOLB,55,85,77,84,69,76,87,43,45,10,10,25,21,45,45,90,85,10,90,89,94,15,45,20,15,21,16,45,45,45,45,45,84,74,80,91,87,58,70,15,15,15,85,45,12,6,6,6,6,6,75,252,29
Giants,Jason,Pierre-Paul,LE,90,85,80,85,85,83,82,35,37,33,30,22,21,45,45,93,85,10,93,92,70,25,40,35,10,64,26,45,45,45,45,45,61,90,79,89,82,40,55,25,15,15,88,24,20,6,6,6,6,6,77,278,27
Chiefs,Dontari,Poe,DT,92,85,73,83,97,75,83,37,40,25,18,23,17,67,45,87,80,10,93,95,88,60,15,17,27,10,10,74,75,55,45,45,76,53,93,83,83,15,25,15,15,15,87,10,15,6,6,6,6,6,75,346,26
Falcons,Ryan,Schraeder,RT,73,85,66,80,83,62,87,22,25,14,15,12,22,83,90,34,72,10,92,87,82,10,18,10,10,10,10,79,73,77,79,80,10,10,13,21,27,16,12,15,15,15,20,15,19,6,6,6,6,6,79,300,28
Titans,Da'Norris,Searcy,SS,21,85,86,85,78,82,75,67,65,30,30,25,25,45,45,80,86,70,92,88,81,50,40,35,45,35,50,45,45,45,45,45,60,49,69,82,75,77,84,25,20,15,75,75,15,6,6,6,6,6,71,207,27
Raiders,Aldon,Smith,ROLB,99,85,82,85,86,87,74,54,37,33,30,22,21,45,45,88,88,10,88,89,86,25,40,35,10,50,26,45,45,45,45,45,85,84,86,91,74,62,69,25,15,15,87,24,20,6,6,6,6,6,76,265,26
Lions,Matthew,Stafford,QB,9,85,74,78,67,71,84,26,63,98,89,28,25,27,25,28,58,10,91,96,97,35,41,71,35,35,62,27,27,29,29,27,10,10,28,29,17,10,22,15,15,15,12,10,15,89,85,86,69,73,75,226,28
Bears,Danny,Trevathan,MLB,59,85,80,86,67,78,86,73,45,20,25,37,30,45,45,94,82,10,94,92,85,28,14,28,40,24,40,45,45,45,45,45,78,66,78,94,86,73,87,20,15,15,76,40,35,6,6,6,6,6,73,240,26
Cardinals,Jared,Veldheer,LT,68,85,66,80,97,66,88,28,40,12,16,6,8,86,84,29,67,10,95,85,85,10,15,10,10,10,10,85,88,87,94,93,10,10,29,19,13,14,18,15,15,15,20,10,15,6,6,6,6,6,80,321,29
Broncos,T.J.,Ward,SS,43,85,88,91,68,82,77,63,55,17,12,26,15,45,45,76,85,62,90,98,95,39,35,47,42,45,65,45,45,45,45,45,58,49,67,84,77,70,82,20,29,15,91,53,20,15,10,10,15,15,70,200,29
Raiders,David,Amerson,CB,29,84,90,92,60,85,82,75,66,37,35,15,11,45,45,69,88,52,91,93,67,39,65,68,35,65,64,45,45,45,45,45,47,51,59,75,82,88,82,66,70,24,63,75,15,6,6,6,6,6,73,205,24
Broncos,C.J.,Anderson,HB,22,84,89,90,72,89,82,63,91,25,21,10,11,52,63,35,83,69,94,86,80,88,84,89,79,75,86,49,52,50,54,56,10,10,22,37,17,15,31,64,69,54,20,20,50,35,30,20,15,15,68,224,25
Buccaneers,Robert,Ayers Jr.,LE,91,84,75,84,78,73,82,42,40,36,19,37,16,45,45,78,69,10,87,74,80,50,10,10,10,35,10,45,45,45,45,45,95,77,81,84,82,45,35,20,15,15,78,24,25,6,6,6,6,6,75,275,30
Browns,Gary,Barnidge,TE,82,84,81,88,75,78,87,88,66,30,30,30,30,66,51,45,84,30,88,89,72,62,38,68,66,40,57,66,70,67,64,62,25,25,37,59,15,12,15,83,86,87,20,10,80,15,10,6,6,10,78,250,30
Eagles,Connor,Barwin,LE,98,84,81,88,80,77,87,66,65,12,14,16,17,45,45,79,92,10,94,85,90,60,50,65,50,55,58,45,45,45,45,45,85,76,66,81,87,58,65,20,20,20,75,50,12,6,6,6,6,6,76,264,29
Jets,Ryan,Clady,LT,78,84,61,74,89,70,90,40,45,30,30,25,25,78,88,30,50,10,71,93,84,20,12,10,30,10,10,84,73,81,90,98,10,10,20,28,15,12,15,15,15,15,20,10,15,6,6,6,6,6,78,315,29
Bills,Charles,Clay,TE,85,84,82,89,65,81,77,83,81,35,30,26,26,77,79,40,70,20,97,91,84,79,68,82,74,74,80,62,64,62,62,66,25,25,45,55,15,15,20,82,84,76,30,10,55,6,6,6,6,6,75,255,27
Steelers,David,DeCastro,RG,66,84,59,77,94,67,80,25,40,33,26,33,36,85,87,39,80,10,92,90,92,10,15,10,10,10,10,80,92,88,84,80,10,10,26,30,18,7,13,24,15,20,25,10,25,6,6,6,6,6,77,316,26
Saints,Coby,Fleener,TE,82,84,86,89,75,84,75,82,74,25,24,26,20,77,70,42,89,10,85,90,75,68,69,81,62,67,76,55,45,55,50,58,20,20,40,40,15,12,15,82,81,75,20,15,76,15,10,6,6,10,78,251,27
Cardinals,Jermaine,Gresham,TE,84,84,80,87,76,81,79,81,67,29,29,22,12,87,59,45,87,10,84,88,95,79,65,84,72,77,81,55,57,59,55,59,10,10,55,45,16,15,17,73,80,70,12,10,77,15,10,6,6,10,77,260,28
Giants,Damon,Harrison,DT,98,84,50,71,92,59,88,35,30,30,30,20,20,45,45,97,73,10,90,80,78,39,20,25,35,25,35,45,45,45,45,45,80,52,98,89,88,25,30,15,10,10,74,25,12,6,6,6,6,6,76,350,27
